,mean_fit_time,param_clf,param_reduce_dim,param_vect__analyzer,param_vect__min_df,params,mean_test_score,rank_test_score,mean_train_score
10,2.8063127517700197,"LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,3,"{'clf': LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 3}",0.9621724429416737,7,0.9685652138414419
11,2.271240568161011,"LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,5,"{'clf': LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 5}",0.9619611158072696,10,0.9685652417548907
12,145.91967735290527,"LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num at 0x1a0e26c510>,3,"{'clf': LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 3}",0.9585798816568047,17,0.9616440602623445
13,134.68241806030272,"LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num at 0x1a0e26c510>,5,"{'clf': LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 5}",0.9611158072696534,12,0.9622778211599293
14,50.0525176525116,"LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,3,"{'clf': LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 3}",0.959425190194421,15,0.9637044775265334
15,44.862775802612305,"LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,5,"{'clf': LogisticRegression(C=5.3, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l1', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 5}",0.9573119188503804,19,0.9638630398722681
16,113.27608528137208,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num at 0x1a0e26c510>,3,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 3}",0.9628064243448858,2,0.9691466091091353
17,100.30815901756287,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num at 0x1a0e26c510>,5,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 5}",0.963229078613694,1,0.9695163925217081
18,2.7326305866241456,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,3,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 3}",0.9623837700760778,5,0.970044584756047
19,2.5725121974945067,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,5,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 5}",0.9621724429416737,7,0.9698860363670366
20,143.93699922561646,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num at 0x1a0e26c510>,3,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 3}",0.9573119188503804,19,0.960481897779555
21,128.10854916572572,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num at 0x1a0e26c510>,5,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 5}",0.959636517328825,14,0.9615382682915085
22,43.30551061630249,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,3,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 3}",0.9539306846999155,23,0.9641272685783193
23,38.96561183929443,"LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False)","NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,5,"{'clf': LogisticRegression(C=385.66, class_weight=None, dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=1, penalty='l2', random_state=None,
          solver='liblinear', tol=0.0001, verbose=0, warm_start=False), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 5}",0.9577345731191885,18,0.964761280696943
24,108.20611019134522,GaussianNB(priors=None),"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num at 0x1a0e26c510>,3,"{'clf': GaussianNB(priors=None), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 3}",0.7878275570583263,30,0.8258680489406498
25,111.27217316627502,GaussianNB(priors=None),"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num at 0x1a0e26c510>,5,"{'clf': GaussianNB(priors=None), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 5}",0.7954353338968724,29,0.8318375213974031
26,3.782633972167969,GaussianNB(priors=None),"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,3,"{'clf': GaussianNB(priors=None), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 3}",0.7656382079459002,32,0.806212975427093
27,3.357930135726929,GaussianNB(priors=None),"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,5,"{'clf': GaussianNB(priors=None), 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=0, tol=0.0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 5}",0.7751479289940828,31,0.8163563040081618
28,152.36999564170839,GaussianNB(priors=None),"NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num at 0x1a0e26c510>,3,"{'clf': GaussianNB(priors=None), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 3}",0.9380811496196112,26,0.9398771668686902
29,191.1492615699768,GaussianNB(priors=None),"NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num at 0x1a0e26c510>,5,"{'clf': GaussianNB(priors=None), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num at 0x1a0e26c510>, 'vect__min_df': 5}",0.9389264581572274,25,0.9400355756904565
30,93.05864148139953,GaussianNB(priors=None),"NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,3,"{'clf': GaussianNB(priors=None), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 3}",0.9363905325443787,27,0.9388740970871619
31,73.71657423973083,GaussianNB(priors=None),"NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0)",<function remove_num_no_lemma at 0x1a0e2edbf8>,5,"{'clf': GaussianNB(priors=None), 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init='random', l1_ratio=0.0,
  max_iter=200, n_components=50, random_state=0, shuffle=False,
  solver='cd', tol=0.0001, verbose=0), 'vect__analyzer': <function remove_num_no_lemma at 0x1a0e2edbf8>, 'vect__min_df': 5}",0.9327979712595097,28,0.9353865907979129
